Baby Boy Names Registered in 2000                       A,
1,Kayel 
1,Kayl 
1,Kayle 
1,Kaylem 
2,Kayler 
1,Kaymen 
1,Kayne 
1,Kayra 
1,Kazu 
1,Kazure 
8,Keagan 
2,Keagen 
1,Keal 
1,Kealan 
#,Boy  Names 
1,Kealin 
2,Kean 
1,Keanan 
1,Keanen - Lee 
1,Keano 
1,Keanon 
3,Keanu 
14,Keaton 
30,Keegan 
1,Keeghan 
10,Keelan 
16,Keenan 
2,Keenen 
1,Kegan 
1,Kehiw 
1,Kehler 
2,Keigan 
2,Keighan 
1,Keighden 
1,Keihen 
2,Keilan 
1,Keiler 
1,Keir 
4,Keiran 
1,Keiron 
13,Keith 
1,Keithen 
1,KeithMicheal 
1,Keiyan 
1,Kelby 
1,Keldon 
4,Kellen 
8,Kelly 
1,Kelsey 
1,Kelsy 
1,Kelten 
5,Kelton 
1,Kelven 
9,Kelvin 
1,Kemarr 
2,Ken 
1,Kenan 
1,Kendal 
2,Kendall 
3,Kendell 
1,Kendrew 
2,Kendrick 
#,Boy  Names 
1,Kenji 
3,Kennedy 
19,Kenneth 
3,Kenny 
5,Kent 
1,Kentin 
7,Kenton 
1,Kenzie 
1,Keon 
1,Keona 
1,Kepler 
1,Kerian 
1,Kerrar 
1,Kerry 
1,Kerstin 
2,Kesler 
1,Keston 
1,Kestyn 
2,Keven 
56,Kevin 
1,Kevonte 
2,Kevyn 
1,Kewei 
1,Key 
2,Keyan 
1,Keygon 
1,Keylan 
1,Keynan 
2,Keyon 
1,Keyton 
2,Khai 
1,Khalaish 
1,Khale 
3,Khaled 
2,Khalil
1,Khalile 
1,Khamis 
2,Khang 
1,Khayman 
1,Khaymann 
1,Khaymen 
1,Khelden 
1,Khiet 
2,Khoal 
1,Khobe 
1,Khoi 
1,Khryztofor 
#,Boy  Names 
1,Khushbir 
4,Kian 
1,Kieden 
1,Kiefer 
2,Kiel 
1,Kienan 
1,Kier 
29,Kieran 
3,Kiernan 
1,Kieron 
1,Kierran 
1,Kierun 
1,Killian
1,Kimo 
1,Kindred 
1,King 
1,Kinley 
1,Kirandeep 
1,Kirby 
1,Kiren 
2,Kirin
2,Kirk
1,Kirklan
1,Kirkland
1,Kirtan 
2,Kit
1,Kiyanaw 
1,Kjarton 
1,Kjel 
1,Klay 
1,Klye 
2,Knight
1,Knsik 
2,Koal 
1,Koalson 
10,Kobe 
2,Kobi 
1,Kobie 
2,Koby 
1,Koda 
1,Kodie 
12,Kody 
4,Koen 
1,Kogen 
1,Kohan 
1,Kohen 
4,Kohl 
#,Boy  Names 
1,Kolbie 
7,Kolby 
12,Kole 
1,Kolemin 
1,Koleton 
1,Kolson 
2,Kolten 
1,Koltin 
8,Kolton 
1,Koltyn 
1,Kolus 
1,Konan 
2,Konner 
2,Konnor 
2,Konrad 
1,Konstantin 
1,Kooper 
3,Korbin 
1,Kordelle 
1,Korey 
1,Kori 
1,Kornelius 
1,Kortez 
2,Kory 
1,Kosta 
1,Kota 
1,Koty 
1,Kree 
1,Kreedence 
1,Kreston 
2,Kris 
1,Krishen 
1,Krishneal 
1,Krishneel 
1,Krishnell 
1,Kristen 
7,Kristian 
3,Kristofer 
11,Kristopher 
1,Krystian 
1,Kryzsytos 
8,Kurt
11,Kurtis 
1,Kurtus 
1,Kutter 
1,Kwadwo 
1,Kwame 
#,Boy  Names 
1,Ky 
2,Kye 
1,Kylar 
172,Kyle 
1,Kylee 
20,Kyler 
1,Kynen 
1,Kyreese 
1,Kyron 
1,Kyson 
4,Lachlan
1,Laeden 
1,Lahndon 
4,Laine 
1,Laird
1,Lake
1,Lamontt 
1,Lan
3,Lance 
4,Landan
6,Landen 
28,Landon 
2,Landyn 
23,Lane 
1,Lanny
1,Laredo 
1,Laren 
3,Larry 
1,Lars
1,Larson 
1,Lathan 
1,Lauchlan
6,Lawrence 
3,Lawson 
1,Layden 
1,Laykin
12,Layne 
3,Layton 
1,Lazar
1,Leandro 
4,Lee 
1,Leeland 
1,Leeon 
1,Leif
1,Leilynd 
3,Leland 
1,Lennie 
#,Boy  Names 
1,Lennon 
2,Lennox 
1,Lennus 
6,Leo 
4,Leon 
2,Leonard 
1,Leon - Long 
1,LeRoy 
1,Lester 
43,Levi 
3,Lewis 
164,Liam
1,Liam- Robert 
4,Lincoln 
5,Linden
1,Lindon
1,Lion
1,Lionel 
1,Lisa
2,Lloyd 
1,Lochiel 
2,Lochlan 
1,Lochlann 
1,Loclyn 
1,Loeden 
1,Logain 
140,Logan 
1,Logan.
1,Logen 
1,Logonyi 
1,Longar 
4,Lonnie 
1,Loren 
3,Lorenzo 
1,Lorin
4,Lorne 
1,Lornze 
1,Lougheed 
1,Loui
1,Louie 
8,Louis 
1,Louis - Gabriel 
1,Love 
1,Lovtrell 
4,Luc 
3,Luca 
85,Lucas 
#,Boy  Names 
1,Lucian
2,Luciano 
1,Lucus 
1,Luigi
2,Luis
3,Luka
7,Lukas
2,Lukasz
53,Luke
1,Lukus
1,Lwal
1,Lye 
2,Lyle 
1,Lynden 
5,Lyndon 
1,Lyric 
1,Maaz 
1,Maban 
1,Mac 
1,Macar tney 
1,Maccario 
1,Macgregor 
2,Maciej 
1,Macin 
1,MacKay 
1,Mackay 
31,Mackenzie 
13,MacKenzie 
1,Mac'Kenzie 
1,Mackenzy 
1,Mackye 
1,MacLaine 
1,Maclean 
1,Macrae 
1,Madden 
3,Madison 
1,Madisson 
1,Magnus 
3,Maguire 
1,Mahadi 
1,Mahamed 
1,Mahdi 
2,Mah moud 
1,Mahonri 
1,Makale 
1,Makenzie 
1,Makizak
#,Boy  Names 
2,Malachi 
17,Malcolm 
2,Malcom 
1,Malechi 
1,Malek 
1,Maliek 
1,Malik 
1,Maliq 
1,Manansh 
1,Manbir 
2,Mandeep 
1,Maneet 
1,Manider 
1,Manik 
3,Manish 
1,Manivdeep 
1,Manning 
1,Mannraj 
1,Manny 
1,Manreet 
2,Manson 
1,Manuel 
1,Manuv 
3,Manvir 
6,Marc 
1,Marc - Andri 
1,Marc - Anthony 
1,Marcel 
1,Marcelino 
1,Marcelo 
1,Marcian 
1,Marcin 
13,Marco 
1,Marc - Olivier
28,Marcus 
2,Marek 
1,Marin 
3,Mario 
1,Marion 
48,Mark 
1,Mark - Anthony 
1,Markian 
3,Marko
4,M arkus
1,Marlin 
1,Marlon 
1,Marquez 
#,Boy  Names 
1,Marrion 
1,Marshal 
13,Marshall 
1,Marsjaztin 
1,Martese 
1,Marti 
20,Martin 
1,Martmn 
1,Marty 
4,Marvin 
69,Mason 
1,Massimilliano 
3,Massimo 
1,Massin 
1,Masunga 
2,Mataeo 
1,Mataio 
1,Matais 
6,Mateo 
1,Mateusz 
1,Matheson 
1,Matheu 
27,Mathew 
5,Mathias 
2,Mathieson 
11,Mathieu 
1,Mathijs 
1,Mats 
3,Matt 
8,Matteo 
1,Matteos 
298,Matthew 
8,Matthias 
2,Matthieu 
4,Mattias 
1,Matyas 
3,Maurice 
1,Mauricio 
1,Maurizio 
4,Maverick 
2,Mavrick 
17,Max 
1,Maxamus 
1,Ma xen 
1,Maxim 
2,Maxime 
7,Maximilian
#,Boy  Names 
3,Maximus 
31,Maxwell 
2,Maxx 
1,Mazen 
2,Mazin 
1,Mcarthur 
1,McCall 
1,McCoy 
1,McDannel 
1,McGill 
3,McKenzie 
2,McKinley 
1,Mckyle 
1,Meesha 
1,Mekash 
1,Melford 
1,Melian 
1,Melvin 
2,Menachem 
1,Menno 
1,Me - Qun
1,Mercer 
1,Merick 
1,Merlin 
2,Mervin 
1,Mhartee 
1,Mian 
10,Micah 
171,Michael 
1,Michael - James 
3,Michal 
20,Micheal 
1,Michel 
1,Mickey 
1,Migel 
5,Miguel 
1,Mihailo 
1,Mika 
1,Mikal 
1,Mikasi 
3,Mike
1,Mikey 
1,Mikhail
2,Miki 
1,Miksew 
1,Miksu 
2,M ilan
#,Boy  Names 
5,Miles 
1,Millehan 
1,Millennium 
1,Miller 
1,Milo 
1,Milosz 
1,Milton 
1,Min 
1,Mina 
2,Mir 
1,Miralden 
10,Mitchel 
47,Mitchell 
5,Mohamad 
8,Mohamed 
1,Mohamed - Ali 
1,Mohamed - Amin 
7,Mohammad 
15,Mohammed 
1,Moheen 
1,Mohkam 
1,Mohmmed 
1,Moisay 
1,Momar 
1,Momin 
1,Monico 
3,Montana 
2,Montgomery 
2,Monty 
25,Morgan 
1,Morris 
1,Mostafa 
1,Mouhamed - Fadi
1,Mounir 
1,Mrigank 
1,Msalam 
1,Muan 
1,Muhamed 
3,Muhammad 
1,Muhammad - Azam - Baig 
1,Muhammed 
1,Muneer 
1,Muneet 
1,Munish 
1,Munroe 
1,Munvee r
3,Murray 
#,Boy  Names 
1,Murry 
1,Musab 
5,Mustafa 
1,Mutaz 
1,Mychal 
7,Myles 
2,Myron 
1,Mythaniel 
1,Nabil 
2,Nader 
1,Nadir 
3,Nahom 
2,Nakoda 
2,Narcisse 
7,Nash 
1,Nataniil 
3,Nate 
148,Nathan 
5,Nathanael 
2,Nathanial 
44,Nathaniel 
2,Nathen 
1,Nathenial 
1,N athyn 
1,Navar 
2,Navdeep 
1,Naveed 
1,Navrohne 
1,Nayif 
13,Neil 
3,Nelson 
3,Neo 
1,Neoki 
1,Neon 
1,Nestor 
1,Nethanel 
4,Nevada 
1,Nevanda 
1,Nevin 
1,Nevyn 
1,Ngai - Chi 
1,Ngoc - Mien 
1,Nguyen 
1,Nhatminh 
1,Nhial 
1,Niam 
1,Nicholai 
#,Boy  Names 
219,Nicholas 
1,Nicholaus 
1,Nick 
2,Nicklas 
9,Nickolas 
1,Nickon 
1,Nicky 
2,Nico 
1,Nicolai 
32,Nicolas 
1,Nicolaus 
1,Nicolys 
1,Nidal 
1,Niecko 
10,Nigel 
1,Nijyar 
1,Nikheel 
2,Nikhil
2,Niklas 
2,Niko
3,Nikola 
1,Nikolai 
4,Nikolas 
1,Nikolaus 
1,Nile 
1,Nischant 
167,Noah 
1,Noam 
5,Noel 
59,Nolan 
1,Nolbert 
1,Nolen 
1,Nolyn 
1,Non 
2,Noor 
1,Norman 
2,North 
1,Norton 
1,Noujan 
1,Ntare 
1,Nur 
1,Nycolas 
1,Nyirinwa 
1,Nythanial 
1,Obi
1,Obinna
1,Ocean 
#,Boy  Names 
1,Odell 
2,Odin
1,Ojoe 
1,Okello 
1,Olaf
1,Olan
1,Olin
14,Oliver
4,Olivier
1,Olutayo 
1,Oluwagbenga 
24,Omar 
1,Omer 
1,Omid
1,Onyx
1,Opinder 
1,Oreo 
1,Orhan
1,Orin
6,Orion 
1,Orland
1,Orlando 
2,Orrin
1,Orsam 
1,Oryn 
3,Osama 
1,Osamah 
6,Oscar 
1,Oskar
1,Osman 
1,Ostin 
1,Otoabasi 
1,Oussama 
50,Owe n
3,Pacen 
1,Pacey 
1,Pada 
1,Paden 
1,Padoch 
1,Page 
1,Paiden 
1,Palmer 
1,Panayotis 
1,Paolo 
1,Paramveer 
1,Pardeep 
58,Parker 
#,Boy  Names 
1,Parman 
1,Parmvir 
1,Partap 
1,Parys 
1,Patrice 
44,Patrick 
1,Patrul 
2,Patryk 
22,Paul 
1,Pavel 
3,Paxton 
3,Paycen 
6,Payton 
1,Pearce 
1,Penn 
2,Percy 
1,Permvir 
1,Perren 
1,Perrin 
1,Perry 
1,Pesim 
41,Peter 
7,Peyton 
1,Phat 
1,Phelan 
2,Pheonix 
1,Phi 
1,Phil 
15,Philip 
2,Philippe 
9,Phillip 
6,Phoenix 
1,Phuc 
1,Phuoc 
14,Pierce 
1,Pierre - Alexandre 
1,Pierse 
1,Pie rson 
1,Piotr 
1,Poplar 
5,Porter 
1,Prabhkeerat 
1,Prashant 
1,Prem 
14,Preston 
2,Prince 
1,Pritam 
#,Boy  Names 
1,Pritpaul 
1,Pukhraj 
2,Puneet 
1,Qaher - Ali 
1,Qasid 
1,Qayyum 
1,Quade 
6,Quaid
1,Quamina
3,Quang
8,Quentin 
2,Quidel
1,Quillan
1,Quincy 
3,Quinlan
43,Quinn
1,Quinnton 
5,Quinten 
7,Quintin 
7,Quinton 
1,Qunitin 
1,Raakin- Ahmed 
1,Raamis 
1,Rade 
1,Raegen 
1,Raeme 
1,Raeven 
1,Rafael 
1,Rafal 
1,Rafi 
1,Rafic 
1,Ragan 
1,Rahat
1,Rahil
2,Rahul
4,Raiden 
1,Raihaan
1,Raihan
1,Raiman
7,Raine 
1,Raini
1,Rainnier
1,Raistlin 
2,Raja
1,Rajat
1,RajBir 
2,Rajdeep 
#,Boy  Names 
1,Rajneil
1,Rajveer 
1,Rakan
1,Raleigh 
5,Ralph
1,Raman 
3,Rami
1,Ramiro 
1,Ramsy 
1,Randal
7,Randall
1,Randen 
2,Randolph 
12,Randy 
1,Ranee 
1,Ranen 
1,Ranjot 
1,Ranvinder 
1,Ranvir
2,Raphael 
1,Raphakl
1,Raul
1,Raven 
1,Ravi
1,Ravjot 
1,Rawad 
2,Ray 
1,Rayce 
4,Rayden 
1,Rayman 
10,Raymond 
1,Rayneel 
1,Raynold 
1,Raza
3,Reagan 
1,Real 
24,Reece 
8,Reed 
1,Reegan 
2,Rees 
11,Reese 
8,Regan 
2,Reginald 
1,Reginaldo 
1,Rehmy 
20,Reid 
1,Reighan 
#,Boy  Names 
1,Reiley 
2,Reilly 
1,Reis 
2,Remington 
1,Rene 
2,Reni 
1,Renzo 
1,Retem 
6,Reuben 
3,Rex 
1,Reyad - Shamdean 
1,Reyce 
1,Reymark 
1,Reynold 
1,Reza 
1,Rhayl 
5,Rhett 
1,Rhiel
1,Rhondelle 
19,Rhys 
1,Riad
3,Ricardo 
37,Richard 
1,Richmon d
1,Rick 
1,Ricki
6,Ricky 
1,Rico 
1,Riel 
3,Rielly 
1,Riker
1,Riki
89,Riley 
1,Rilind
1,Rilley 
1,Rinor 
1,Rinta 
1,Rio 
1,Rishiv
1,Ritesh 
9,River 
2,Roan 
1,Roba 
2,Robbie 
72,Robert 
1,Robertlee 
1,Robert - Marinko
#,Boy  Names 
2,Roberto 
1,Robey 
6,Robin 
1,Robson 
1,Rochi 
1,Rock 
1,Rockwell 
2,Rocky 
1,Roderick 
4,Rodney 
1,Rodrigo 
6,Roger 
2,Rohan 
1,Rohen 
3,Rohit
1,Rojhat
3,Roland 
1,Romain 
7,Roman 
1,Romar 
1,Romel 
1,Romeo 
1,Romie 
1,Romulus 
1,Ron 
6,Ronald 
5,Ronan 
1,Rondell 
1,Roneel 
2,Ronnie 
12,Rory 
1,Roscoe 
1,Roshan 
16,Ross 
5,Rowan 
1,Rowdy 
1,Rowen 
4,Roy 
2,Royce 
3,Ruben 
2,Rudy 
1,RueBen 
1,Ruslan
2,Russel 
1,Russell 
1,Russo 
1,Rusty 
#,Boy  Names 
1,Rutwik 
1,Ry 
214,Ryan 
1,Ryan - Jay 
1,Ryann 
7,Ryder 
1,Ryken 
1,Ryker 
21,Rylan 
4,Ryland 
1,Ry le 
5,Rylee 
1,RyLee 
3,Rylen 
21,Ryley 
4,Rylie 
1,Rylind
1,Rythom 
2,S. 
1,Saad 
1,Saadat
1,Saadeddine 
1,Saajan 
1,Sabastien 
1,Sabastion 
1,Saber 
1,Sabin 
2,Sacha 
1,Sadiq 
1,Saffren 
6,Sage 
1,Sagor 
1,Sahelpreet 
1,Sahib 
2,Sahil
1,Sahill
2,Sahir
1,Sai 
1,Said 
1,Saja 
1,Sajaad 
1,Sajad 
1,Saje 
1,Sajiv
1,Salaar 
1,Salem 
1,Salmaan 
#,Boy  Names 
10,Sam 
2,Sameer 
1,Samer 
2,Samir 
4,Samson 
2,Samual 
119,Samuel 
1,Sanad 
1,Sandeep 
2,Sandro 
1,Sandy 
1,Sang 
1,Sanjay 
1,Santana 
1,Santino 
1,Santokn 
1,Sara 
1,Saran 
1,Sareen 
2,Sasha 
1,Sastin 
1,Satnam 
13,Sawyer 
1,Saxon 
1,Sayed 
1,Schuyler 
1,Sckyie 
46,Scott 
2,Seamus 
52,Sean 
1,Sean - Douglas 
1,Seb 
1,Sebabi 
1,Sebastiaan 
38,Sebastian 
5,Sebastien 
1,Sebastion 
1,Sedanti 
1,Semen 
1,Sephax 
1,Sergio 
70,Seth 
1,Sethe 
1,Sethen 
1,Severin 
1,Shad 
1,Shade 
#,Boy  Names 
1,Shae 
1,Shaeden 
1,Shael 
1,Shaemyn 
1,Shafi 
1,Shafir 
1,Shahbaaz 
1,Shahbaz 
1,Shai
1,Shakeel 
1,Shakeem 
1,Shalen 
1,Shallon 
1,Shalvindra
1,Shamal 
2,Shamar 
1,Shamseldine 
1,Shamus 
1,Shande n
19,Shane 
1,Shaneei 
1,Shaniv
1,Shaquan 
3,Shaquille 
1,Sharone 
1,Shashwat 
1,Shaughnessey 
11,Shaun 
1,Shauniv
33,Shawn 
3,Shay 
1,Shayde 
2,Shayden 
1,Shaydon 
4,Shaye 
1,Shayle 
1,Shaymon 
8,Shayne 
3,Shea 
1,Shea - Caleb 
1,Sheel 
1,Shehmeer 
1,She lby 
16,Sheldon 
1,Shephen 
1,Sherdin 
1,Sheridan 
#,Boy  Names 
1,Sherman 
1,Shiv
1,Shivinder 
1,Shiyar 
1,Shoaib 
1,Shoheb 
1,Shubraj
1,Shylo 
2,Sibastien 
1,Siddharth 
6,Sidney 
7,Silas 
1,Silver - Lee 
1,Silvio 
3,Simeon 
36,Simon 
1,Sinan
1,Singh 
2,Sky 
2,Skye 
15,Skylar 
1,Skyle 
14,Skyler 
1,Skylor 
1,Skyshun 
1,Slade 
1,Slater 
1,Sleiman 
1,Sloan 
1,Soel 
1,Soloman 
3,Solomon 
1,Son 
1,Song 
1,Sonni - Rae 
2,Sonny 
1,Sorin 
83,Spencer 
1,Spencor 
1,Spenser 
1,Sphere 
1,Sslvin
1,Staecen 
1,Stan 
4,Stanley 
1,Stav en 
2,Steele 
#,Boy  Names 
1,Steen 
9,Stefan 
1,Stefan - Alexandru 
1,Stefano 
1,Steffan 
2,Stephan 
24,Stephen 
1,Stephon 
6,Sterling 
1,Stevan 
2,Steve 
47,Steven 
2,Stewart 
1,Stirling 
2,Stone 
4,Stuart 
1,Styles 
1,Su 
1,Sufian 
1,Sukhbir
1,Sukhman
1,Sukhmandeep 
1,Sukhmin
1,Sukhsagar 
1,Sukhvir
1,Suleiman 
2,Sumeet 
1,Sungtar 
2,Sunny 
1,Supreet 
1,Suraj
1,Sutherland 
1,Sven 
1,Sy 
1,Sydnei 
2,Syed 
1,Sylis 
1,Synjin
1,Szabolcs 
1,T
1,T.J. 
1,Tabish 
1,Taemon 
1,Taeron 
1,Taevan 
2,Taeven 
1,Taezor 
#,Boy  Names 
2,Taha 
2,Tai 
1,T'ai 
1,Taige 
3,Tait
2,Taiten 
1,Taitt 
1,Taj 
1,Tajanpreet 
1,Tajas 
1,Takoda 
1,Takuro 
2,Talen 
1,Talha 
1,Talin 
2,Tallin
1,Talmann 
9,Talon 
1,Taltson 
1,Tamar 
1,Tamer 
1,Tananthalus 
72,Tanner 
1,Tanveer 
1,Tanvir 
1,Tarak 
1,Taras 
2,Tar ek 
1,Taren 
1,Tarhiqe 
1,Taries 
2,Tarik 
2,Tariq 
1,Tarnbir 
1,Taro 
3,Taron 
1,Tarras 
1,Tarun 
1,Taryn 
2,Tason 
13,Tate 
2,Taten 
1,Tatsuo 
1,Tav 
1,Tavell 
1,Taven 
1,Tavien 
#,Boy  Names 
1,Tawfeeq 
1,Taycere 
1,Taydan 
1,Taydin 
1,Taye 
2,Taylen 
2,Tayler 
50,Ta ylor 
1,Tayser 
1,Tayte 
1,Tayton 
1,Tayyeb 
1,Tazman 
1,Tazz 
9,Teagan 
1,Teankum 
3,Teegan 
1,Teeghan 
4,Tegan 
1,Tegen 
1,Teghan 
1,Teghvir 
1,Tehgan 
1,Tehmoor 
2,Teigan 
2,Teigen 
1,Teirnan 
1,Tejveer 
1,Tell 
1,Telly 
1,Tenzin 
1,Tequan 
1,Teren 
6,T erence 
1,Terick 
1,Terin 
1,Teriq 
1,Teron 
2,Terran 
6,Terrance 
1,Terrance - Lee 
1,Terrel 
2,Terrell 
1,Terrence 
1,Terrick 
2,Terrin 
1,Terron 
#,Boy  Names 
7,Terry 
1,Teryn 
1,Tethluach 
1,Tevin 
1,Thaddeus 
1,Thaddias 
4,Thane 
1,Thanh 
1,Thayne 
4,Theo 
11,Theodo re 
1,Theodoros 
1,Therin 
3,Theron 
1,Thi 
1,Thibaut
1,Thiha - Tin 
1,Thiodore 
85,Thomas 
1,Thoma's 
2,Thompson 
1,Thomson 
2,Thor 
1,Thorval 
1,Thuan 
1,Thulani 
1,Tiberiu 
1,Tical 
1,Tieghan 
1,Tien 
3,Tiernan 
1,Tieryn 
1,Tighe 
1,Tilman 
1,Tim 
1,Timm othy 
40,Timothy 
1,Tin 
1,Tino 
5,Titus 
1,Tobi 
5,Tobias 
1,Tobin 
1,Toby 
6,Todd 
1,Todor 
1,Toheed 
#,Boy  Names 
3,Tom 
3,Tomas 
1,Tome 
7,Tommy 
1,Tong 
7,Tony 
2,Torin 
1,Toron 
1,Torran 
1,Toufik 
2,Trace 
2,Trae 
1,Traejn 
1,Traeland 
1,Traiten 
1,Tran 
47,Trav is 
1,Trayen 
3,Trayton 
2,Tre 
1,Trefton 
1,Trelin 
12,Trent 
11,Trenton 
1,Treton 
1,Trever 
1,Trevon 
34,Trevor 
1,Trew 
25,Trey 
2,Treydon 
1,Treyshaun 
2,Treyton 
1,Treyvin 
1,Tri 
71,Tristan 
21,Tristen 
5,Tristian 
8,Tristin 
6,Triston 
7,Tristyn 
2,Triton 
1,Tron 
12,Troy 
2,True 
1,Truman 
1,Trung 
#,Boy  Names 
1,Trunpreet 
1,Tryce 
1,Tryson 
5,Trystan 
2,Trysten 
2,Tryston 
1,Tryton 
1,Tuan 
2,Tucker 
1,Tuff 
1,Tulsen 
4,Turner 
1,Tusten 
48,Ty 
1,Tycen 
1,Tyden 
3,Tye 
1,Tyerel 
1,Tyeson 
2,Tyger 
1,Tylan 
1,Tylar 
214,Tyler 
1,Tylie 
4,Tylor 
1,Tyme 
3,Tynan 
1,Tyne 
1,Tyrae 
1,Tyran 
1,Tyre 
2,Tyrece 
2,Tyree 
2,Tyreece 
1,Tyrees 
6,Tyrel 
16,Tyrell 
1,Tyrelle 
1,Tyren 
9,Tyrese 
2,Tyresse 
2,Tyrin 
1,Tyrom 
5,Tyrone 
1,Tyrreid 
1,Tyrrell 
2,Tyshawn 
#,Boy  Names 
77,Tyso n
1,Tyton 
1,Tyzen 
1,Udaykunvar
1,Ulysses 
1,Umair
1,Umar
1,Urban
1,Uriah
1,Usama 
1,Utah 
1,Uzair
1,Valdi
1,Valeck- Vaughn
1,Valin
1,Valmir
3,Vance 
1,Varun
1,Vasili
2,Vasily 
2,Vaughn
1,Veniz 
2,Vern 
12,Victor 
1,Viggo 
1,Vignesh 
1,Vijay
2,Vikram
1,Viktor 
1,Vince 
15,Vincent 
1,Vincenzo 
1,Vinh
1,Vinnie
2,Vishal
1,Vishnuk
1,Vivek 
1,Vladimir
1,Vladislav
1,Vu
1,Wace 
9,Wade 
1,Wahatha 
1,Wajee - Ul- Hasan 
7,Walker 
5,Walter 
1,Waring 
#,Boy  Names 
1,Warner 
9,Warren 
1,Wassim 
1,Waylon 
4,Wayne 
1,Weilon 
15,Wesley 
1,Westleigh 
1,Westley 
7,Weston 
1,Weuaka 
2,Whyatt 
1,Wilbert 
1,Wilhelm 
4,Will 
1,Willard 
3,Willem 
145,William 
4,Willie 
2,Willis 
1,Willow 
1,Willum 
7,Wilson 
1,Wilton 
1,Windchild 
1,Wing 
3,Winston 
1,Wisdom 
1,Wisely 
1,Wo lfe 
2,Wolfgang 
1,Wryan 
1,Wurjo 
73,Wyatt 
1,Wybie 
1,Wyett 
1,Wylie 
1,Wynd 
1,Xaiden
1,Xakary
2,Xander 
1,Xauier
7,Xavier
1,Xavier- Glody 
2,Yahya 
1,Yasa 
1,Yasar 
#,Boy  Names 
1,Yasas 
2,Yaseen 
1,Yasin
1,Yasser 
2,Yazan
1,Yianni
1,Yiannis
1,Yimag 
1,Yohan 
1,Yonathan 
1,York 
1,Yosoph 
1,Youness 
1,Yousaf 
3,Yousef 
1,Youssef 
1,Yousuf 
1,Yovani 
1,Yuneeb 
1,Yu- Ren 
1,Yusef 
3,Yusuf
1,Yusuke
1,Yuval
1,Yves - Matias 
1,Zaccary 
1,Zaccheus 
1,Zach 
1,Zacharey 
7,Zachariah 
1,Zacharias 
2,Zacharie 
184,Zacha ry 
15,Zachery 
1,Zachry 
2,Zack 
1,Zackariya 
10,Zackary 
1,Zackeriah 
11,Zackery 
1,Zackry 
1,Zacky 
1,Zade 
1,Zafrullah 
1,Zahir 
1,Zaid 
1,Zain 
#,Boy  Names 
1,Zakarias 
1,Zakariya 
1,Zakariye 
3,Zakary 
1,Zakery 
1,Zale 
1,Zander 
1,Zandro 
17,Zane 
1,Zaquery 
1,Z arek 
1,Zayaan 
1,Zayde 
1,Zayden 
1,Zayn 
1,Zayne 
1,Zayne - Jayson 
2,Zebadiah 
2,Zeeshan 
1,Zennen 
2,Zenon 
1,Zerrick 
1,Zeshan 
1,Zeth 
1,Ziad 
1,Zian 
1,Zion 
1,Ziyad 
1,Zoheb 
1,Zoltan 
1,Zoran 
1,Zulfiqar 
1,Zyon 
